CowTagID,Taxa,pcover,Taxon_Group,Morph2,Calc,ER,FE,PC1,PC2,PC3,PC4,Location,AlphaTag,LiveCoral,DeadCoral,Rubble,Sand,lat,lon,meanRugosity,complexity,Salinity,Temperature,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,NbSp,NbSpP,NbFEs,NbFEsP,resSp,resSpp,resFE,resFEp,Community
V18,Pocillopora acuta,3.910614525,Cnidaria,Br,Herm,Mix,"Cnidaria,Br,Herm,Mix",0.5403978,0.274438289,0.104112248,0.203078658,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Porites rus,14.52513966,Cnidaria,Mas,Herm,Mix,"Cnidaria,Mas,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Porites rus,14.52513966,Cnidaria,Mas,Herm,Mix,"Cnidaria,Mas,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Porites rus,14.52513966,Cnidaria,Mas,Herm,Mix,"Cnidaria,Mas,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Valonia fastigiata,0,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Valonia fastigiata,0,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Valonia fastigiata,0,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Dictyota bartayresiana,0,Phaeophyta,Br,NC,Auto,"Phaeophyta,Br,NC,Auto",-0.306918107,0.063309071,0.075271858,0.066811846,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Dictyota bartayresiana,0,Phaeophyta,Br,NC,Auto,"Phaeophyta,Br,NC,Auto",-0.306918107,0.063309071,0.075271858,0.066811846,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Dictyota bartayresiana,0,Phaeophyta,Br,NC,Auto,"Phaeophyta,Br,NC,Auto",-0.306918107,0.063309071,0.075271858,0.066811846,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Lithophyllum kotschyanum,0.558659218,Rhodophyta,Enc,Non-AC,Auto,"Rhodophyta,Enc,Non-AC,Auto",-0.228713802,0.181262259,-0.466964874,-0.056168589,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Lithophyllum kotschyanum,0.558659218,Rhodophyta,Enc,Non-AC,Auto,"Rhodophyta,Enc,Non-AC,Auto",-0.228713802,0.181262259,-0.466964874,-0.056168589,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Lithophyllum kotschyanum,0.558659218,Rhodophyta,Enc,Non-AC,Auto,"Rhodophyta,Enc,Non-AC,Auto",-0.228713802,0.181262259,-0.466964874,-0.056168589,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Lendenfeldia chondrodes,1.675977654,Porifera,Enc,NC,Het,"Porifera,Enc,NC,Het",-0.079766235,-0.447046291,-0.297428336,0.198869818,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Lendenfeldia chondrodes,1.675977654,Porifera,Enc,NC,Het,"Porifera,Enc,NC,Het",-0.079766235,-0.447046291,-0.297428336,0.198869818,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Lendenfeldia chondrodes,1.675977654,Porifera,Enc,NC,Het,"Porifera,Enc,NC,Het",-0.079766235,-0.447046291,-0.297428336,0.198869818,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Amphiroa fragilissima,0,Rhodophyta,Br,AC,Auto,"Rhodophyta,Br,AC,Auto",-0.233556666,0.465670288,-0.017800168,0.179547164,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Amphiroa fragilissima,0,Rhodophyta,Br,AC,Auto,"Rhodophyta,Br,AC,Auto",-0.233556666,0.465670288,-0.017800168,0.179547164,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Amphiroa fragilissima,0,Rhodophyta,Br,AC,Auto,"Rhodophyta,Br,AC,Auto",-0.233556666,0.465670288,-0.017800168,0.179547164,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Dictyosphaeria sp.,0.558659218,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Dictyosphaeria sp.,0.558659218,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Dictyosphaeria sp.,0.558659218,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Leptastrea transversa,0.558659218,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Leptastrea transversa,0.558659218,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Leptastrea transversa,0.558659218,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Montipora setosa,0,Cnidaria,Dig,Herm,Mix,"Cnidaria,Dig,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Montipora setosa,0,Cnidaria,Dig,Herm,Mix,"Cnidaria,Dig,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Montipora setosa,0,Cnidaria,Dig,Herm,Mix,"Cnidaria,Dig,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Montipora verrilli,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Montipora verrilli,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Montipora verrilli,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Halimeda opuntia,0.558659218,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Halimeda opuntia,0.558659218,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Halimeda opuntia,0.558659218,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Stylocoeniella armata,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Stylocoeniella armata,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Stylocoeniella armata,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Danafungia scruposa,0,Cnidaria,Mush,Herm,Mix,"Cnidaria,Mush,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Danafungia scruposa,0,Cnidaria,Mush,Herm,Mix,"Cnidaria,Mush,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Danafungia scruposa,0,Cnidaria,Mush,Herm,Mix,"Cnidaria,Mush,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Discosoma nummiforme,0.558659218,Cnidaria,Poly,NC,Mix,"Cnidaria,Poly,NC,Mix",0.357533302,-0.297795893,0.147488576,0.111234078,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Discosoma nummiforme,0.558659218,Cnidaria,Poly,NC,Mix,"Cnidaria,Poly,NC,Mix",0.357533302,-0.297795893,0.147488576,0.111234078,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Discosoma nummiforme,0.558659218,Cnidaria,Poly,NC,Mix,"Cnidaria,Poly,NC,Mix",0.357533302,-0.297795893,0.147488576,0.111234078,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Amansia rhodantha,1.675977654,Rhodophyta,Br,NC,Auto,"Rhodophyta,Br,NC,Auto",-0.313408236,0.149679088,0.020890779,0.227991419,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Amansia rhodantha,1.675977654,Rhodophyta,Br,NC,Auto,"Rhodophyta,Br,NC,Auto",-0.313408236,0.149679088,0.020890779,0.227991419,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Amansia rhodantha,1.675977654,Rhodophyta,Br,NC,Auto,"Rhodophyta,Br,NC,Auto",-0.313408236,0.149679088,0.020890779,0.227991419,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Lobophora variegata,0,Phaeophyta,Enc,NC,Auto,"Phaeophyta,Enc,NC,Auto",-0.283301599,-0.225007503,-0.227293657,-0.04944717,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Lobophora variegata,0,Phaeophyta,Enc,NC,Auto,"Phaeophyta,Enc,NC,Auto",-0.283301599,-0.225007503,-0.227293657,-0.04944717,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Lobophora variegata,0,Phaeophyta,Enc,NC,Auto,"Phaeophyta,Enc,NC,Auto",-0.283301599,-0.225007503,-0.227293657,-0.04944717,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Galaxaura divaricata,1.117318436,Rhodophyta,Br,Non-AC,Auto,"Rhodophyta,Br,Non-AC,Auto",-0.242043399,0.480031392,-0.130166368,0.022010532,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Galaxaura divaricata,1.117318436,Rhodophyta,Br,Non-AC,Auto,"Rhodophyta,Br,Non-AC,Auto",-0.242043399,0.480031392,-0.130166368,0.022010532,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Galaxaura divaricata,1.117318436,Rhodophyta,Br,Non-AC,Auto,"Rhodophyta,Br,Non-AC,Auto",-0.242043399,0.480031392,-0.130166368,0.022010532,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Psammocora stellata,0,Cnidaria,Br,Herm,Mix,"Cnidaria,Br,Herm,Mix",0.5403978,0.274438289,0.104112248,0.203078658,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Psammocora stellata,0,Cnidaria,Br,Herm,Mix,"Cnidaria,Br,Herm,Mix",0.5403978,0.274438289,0.104112248,0.203078658,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Psammocora stellata,0,Cnidaria,Br,Herm,Mix,"Cnidaria,Br,Herm,Mix",0.5403978,0.274438289,0.104112248,0.203078658,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Halimeda macroloba,0,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Halimeda macroloba,0,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Halimeda macroloba,0,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Halimeda incrassata,0,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
V18,Halimeda incrassata,0,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,3,16.66666667,3,50,-1.240768063,-6.893155908,-0.212647396,-3.544123264,Stony Coral
V18,Halimeda incrassata,0,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,7,29.16666667,6,27.27272727,-2.19234129,-8.825783652,-0.357800132,-3.857264084,Macroalgae
V18,Heteractis magnifica,0,Cnidaria,Poly,NC,Mix,"Cnidaria,Poly,NC,Mix",0.357533302,-0.297795893,0.147488576,0.111234078,Varari,H,10.05025126,74.87437186,7.035175879,8.040201005,-17.54019697,-149.899906,0.612479475,0.387520525,0.526129752,2.062481215,0.197506826,19.543399,116.8301182,57.33203157,16,31.37254902,13,59.09090909,-2.455966483,-4.815620554,-0.185474002,-0.843063645,Full Community
